,id,grid,start_hour,end_hour,duration,lon,lat,gps2id
200117,9905C3E423D151CCE1280F3A1732CE90,30951,13,18,5,109.56208,18.25667,1761
200118,9905C3E423D151CCE1280F3A1732CE90,30854,19,22,3,109.56889,18.27076,1763
200133,C316CE65034FB3C77BE459147CBF943A,60291,0,9,9,109.50826,18.24639,1509
200134,C316CE65034FB3C77BE459147CBF943A,30161,11,12,1,109.50042,18.24389,1508
200135,C316CE65034FB3C77BE459147CBF943A,39101,13,16,3,109.50132,18.24931,1509
200136,C316CE65034FB3C77BE459147CBF943A,30161,17,20,3,109.50042,18.24389,1508
200137,C316CE65034FB3C77BE459147CBF943A,31181,21,23,2,109.50382,18.24813,1509
200143,BE586ACB441383CC10D7CF3923850B73,31931,0,7,7,109.54771,18.29403,1667
200144,BE586ACB441383CC10D7CF3923850B73,39181,8,10,2,109.55153,18.28035,1715
200145,BE586ACB441383CC10D7CF3923850B73,31931,12,13,1,109.54771,18.29403,1667
200146,BE586ACB441383CC10D7CF3923850B73,39181,14,15,1,109.55153,18.28035,1715
200147,BE586ACB441383CC10D7CF3923850B73,39181,16,17,1,109.55153,18.28035,1715
200148,BE586ACB441383CC10D7CF3923850B73,31931,19,23,4,109.54771,18.29403,1667
200168,5E1CFBE3DFE86DADC6CC4F4423C546C7,38331,0,13,13,109.62465,18.22736,1956
200169,5E1CFBE3DFE86DADC6CC4F4423C546C7,38283,14,16,2,109.62229,18.22618,1956
200170,5E1CFBE3DFE86DADC6CC4F4423C546C7,30441,18,21,3,109.64021,18.25424,2010
200171,B8587D3CED4B79DF3F07DD5419A719F9,38251,11,12,1,109.49618,18.25493,1510
200172,B8587D3CED4B79DF3F07DD5419A719F9,38325,13,14,1,109.39792,18.2909,1116
200173,B8587D3CED4B79DF3F07DD5419A719F9,30211,16,17,1,109.49882,18.23931,1508
200193,D6A345956751BA2ACC5430EDF68A104F,39181,0,6,6,109.55153,18.28035,1715
200194,D6A345956751BA2ACC5430EDF68A104F,31931,6,9,3,109.54771,18.29403,1667
200195,D6A345956751BA2ACC5430EDF68A104F,30071,9,11,2,109.52819,18.30472,1619
200196,D6A345956751BA2ACC5430EDF68A104F,31931,12,19,7,109.54771,18.29403,1667
200197,D6A345956751BA2ACC5430EDF68A104F,39181,20,23,3,109.55153,18.28035,1715
200211,C50EC98EBB3AD6F34D76F87C749DAC01,39181,0,6,6,109.55153,18.28035,1715
200212,C50EC98EBB3AD6F34D76F87C749DAC01,31931,6,9,3,109.54771,18.29403,1667
200213,C50EC98EBB3AD6F34D76F87C749DAC01,39181,13,17,4,109.55153,18.28035,1715
200214,C50EC98EBB3AD6F34D76F87C749DAC01,39181,18,23,5,109.55153,18.28035,1715
200230,3C81431CE72C8A68AA7DD35602A2B093,33481,13,15,2,109.67278,18.41278,2187
200231,3C81431CE72C8A68AA7DD35602A2B093,60221,19,21,2,109.52569,18.29188,1616
200232,3C81431CE72C8A68AA7DD35602A2B093,30861,22,23,1,109.52722,18.22743,1606
200250,7AFC8085101D104BD77EE20C33AECEB4,48647,0,6,6,109.48701,18.29042,1466
200251,7AFC8085101D104BD77EE20C33AECEB4,30764,6,7,1,109.45806,18.29486,1367
200252,7AFC8085101D104BD77EE20C33AECEB4,48647,8,9,1,109.48701,18.29042,1466
200260,F00821368F615DCDAF214035D8EC4A44,31071,0,4,4,109.58257,18.28458,1815
200261,F00821368F615DCDAF214035D8EC4A44,31071,5,7,2,109.58257,18.28458,1815
200262,F00821368F615DCDAF214035D8EC4A44,30854,7,16,9,109.56889,18.27076,1763
200263,F00821368F615DCDAF214035D8EC4A44,31071,18,22,4,109.58257,18.28458,1815
200276,FF90B6855593CFEA9A07FE008E94551D,60371,19,21,2,109.53063,18.30056,1618
200277,FF90B6855593CFEA9A07FE008E94551D,30071,21,23,2,109.52819,18.30472,1619
200278,559FD1DF7FB03AA92C9149566C4A2E28,60131,0,5,5,109.49819,18.24778,1509
200279,559FD1DF7FB03AA92C9149566C4A2E28,60291,5,7,2,109.50826,18.24639,1509
200281,559FD1DF7FB03AA92C9149566C4A2E28,30361,19,22,3,109.50347,18.24,1508
200282,8C0E6B51FAFE21C31FB9AE08C36DF0A2,30921,0,16,16,109.53903,18.29451,1667
200283,8C0E6B51FAFE21C31FB9AE08C36DF0A2,31931,18,20,2,109.54771,18.29403,1667
200293,C54CD3A42CE5AE9A9396503ECCB4A236,39371,0,7,7,109.56627,18.2646,1762
200294,C54CD3A42CE5AE9A9396503ECCB4A236,30111,7,17,10,109.47583,18.30542,1419
200295,C54CD3A42CE5AE9A9396503ECCB4A236,30861,22,23,1,109.52722,18.22743,1606
200313,934029FB5F97BCE114EDCE88F0393A63,30854,0,12,12,109.56889,18.27076,1763
200314,934029FB5F97BCE114EDCE88F0393A63,30421,15,18,3,109.50021,18.25861,1511
200315,934029FB5F97BCE114EDCE88F0393A63,39371,21,23,2,109.56627,18.2646,1762
200327,3D689A9568FAADEA2EB7920B95888F95,60504,0,9,9,109.47917,18.28903,1416
200328,3D689A9568FAADEA2EB7920B95888F95,60391,11,15,4,109.47667,18.28757,1416
200329,3D689A9568FAADEA2EB7920B95888F95,31411,18,21,3,109.5016,18.23576,1507
200330,3D689A9568FAADEA2EB7920B95888F95,31091,22,23,1,109.41201,18.31222,1170
200347,D947D8D9432E18EA6A214259B6E2987E,60054,0,4,4,109.3016,18.31229,770
200348,D947D8D9432E18EA6A214259B6E2987E,30661,6,12,6,109.37028,18.24361,1008
200349,D947D8D9432E18EA6A214259B6E2987E,60411,13,14,1,109.32514,18.30854,869
200350,D947D8D9432E18EA6A214259B6E2987E,30661,14,15,1,109.37028,18.24361,1008
200351,D947D8D9432E18EA6A214259B6E2987E,60411,17,18,1,109.32514,18.30854,869
200371,E082FB5BD091C5B334EC1176FF352EE0,30071,0,15,15,109.52819,18.30472,1619
200372,E082FB5BD091C5B334EC1176FF352EE0,30921,15,16,1,109.53903,18.29451,1667
200373,E082FB5BD091C5B334EC1176FF352EE0,30071,19,23,4,109.52819,18.30472,1619
200385,D5B91D126489D960AE97CC8A6C1B036B,31571,0,12,12,109.61563,18.23326,1957
200386,D5B91D126489D960AE97CC8A6C1B036B,30441,15,17,2,109.64021,18.25424,2010
200387,D5B91D126489D960AE97CC8A6C1B036B,31571,20,22,2,109.61563,18.23326,1957
200395,173F9710B8D6B9F1AA39189FE9F9512E,38017,19,20,1,109.49729,18.21424,1504
200396,173F9710B8D6B9F1AA39189FE9F9512E,38251,22,23,1,109.49618,18.25493,1510
200420,6ED697962F10CC0C2236463F9FC9376B,30821,7,20,13,109.43681,18.33639,1274
200421,6ED697962F10CC0C2236463F9FC9376B,30761,21,22,1,109.45201,18.3,1318
200431,B93185B4820D7E0DEE74EBEA00941D15,30911,0,5,5,109.50493,18.26181,1511
200432,B93185B4820D7E0DEE74EBEA00941D15,30251,5,6,1,109.50611,18.26653,1512
200433,B93185B4820D7E0DEE74EBEA00941D15,30911,6,19,13,109.50493,18.26181,1511
200434,B93185B4820D7E0DEE74EBEA00941D15,38291,20,22,2,109.51618,18.24313,1558
200458,54A6757CA4BF8A47C41CF1DDCA6EA505,30854,16,18,2,109.56889,18.27076,1763
200459,54A6757CA4BF8A47C41CF1DDCA6EA505,31071,22,23,1,109.58257,18.28458,1815
200480,71048DA762610C5657DD6D8242833DC9,30234,0,2,2,109.60681,18.29979,1918
200481,71048DA762610C5657DD6D8242833DC9,39371,3,5,2,109.56627,18.2646,1762
200482,71048DA762610C5657DD6D8242833DC9,30234,5,7,2,109.60681,18.29979,1918
200485,409F5E8F01172D32BBE91132149C037E,30511,0,9,9,109.51069,18.24208,1558
200486,409F5E8F01172D32BBE91132149C037E,39101,9,10,1,109.50132,18.24931,1509
200487,409F5E8F01172D32BBE91132149C037E,30361,12,13,1,109.50347,18.24,1508
200488,409F5E8F01172D32BBE91132149C037E,31201,17,18,1,109.51042,18.23819,1558
200489,409F5E8F01172D32BBE91132149C037E,38157,22,23,1,109.51483,18.26958,1563
200491,07169E7114E4F14C073261BAAC0D4491,61011,10,12,2,109.60653,18.19076,1900
200493,53490AD77ACCA93C3ED0F3DE79CA488B,31071,11,13,2,109.58257,18.28458,1815
200494,53490AD77ACCA93C3ED0F3DE79CA488B,30854,15,16,1,109.56889,18.27076,1763
200495,53490AD77ACCA93C3ED0F3DE79CA488B,31071,18,20,2,109.58257,18.28458,1815
200518,6F590AF2C10C4B9F0F4E76B8E922550E,31071,0,7,7,109.58257,18.28458,1815
200519,6F590AF2C10C4B9F0F4E76B8E922550E,31071,9,11,2,109.58257,18.28458,1815
200520,6F590AF2C10C4B9F0F4E76B8E922550E,30854,15,16,1,109.56889,18.27076,1763
200521,6F590AF2C10C4B9F0F4E76B8E922550E,31761,18,21,3,109.60521,18.27965,1914
200522,6F590AF2C10C4B9F0F4E76B8E922550E,60354,21,23,2,109.58701,18.28521,1815
200544,2785D5AA4FE0918A7AF0E1FD0BB88176,30854,13,16,3,109.56889,18.27076,1763
200545,2785D5AA4FE0918A7AF0E1FD0BB88176,38361,21,23,2,109.43667,18.29201,1267
200569,9C1407835BC54BEBDB541F52E1DA1820,61011,17,21,4,109.60653,18.19076,1900
200597,D4ACE21EA3DCCDD758BC5FDCC5A3C794,30351,0,7,7,109.41701,18.29292,1217
200598,D4ACE21EA3DCCDD758BC5FDCC5A3C794,31781,9,12,3,109.19847,18.2975,367
200599,D4ACE21EA3DCCDD758BC5FDCC5A3C794,60054,14,16,2,109.3016,18.31229,770
200600,D4ACE21EA3DCCDD758BC5FDCC5A3C794,30351,19,23,4,109.41701,18.29292,1217
200653,C666BDF91E2AEE4AB0E8446E7282D156,60463,10,12,2,109.52507,18.22438,1605
200654,C666BDF91E2AEE4AB0E8446E7282D156,39053,14,16,2,109.511,18.2771,1564
200655,C666BDF91E2AEE4AB0E8446E7282D156,31061,18,19,1,109.53333,18.23257,1607
200656,C666BDF91E2AEE4AB0E8446E7282D156,60221,20,22,2,109.52569,18.29188,1616
200661,0E355C05F79BCBF53145724D835D4901,38105,0,6,6,109.40299,18.29229,1117
200662,0E355C05F79BCBF53145724D835D4901,31301,9,12,3,109.14493,18.31222,170
200663,0E355C05F79BCBF53145724D835D4901,31471,13,15,2,109.34583,18.29563,917
200674,87C93C09107C554DB19E0C119A198391,31531,8,9,1,109.49583,18.25972,1461
200675,87C93C09107C554DB19E0C119A198391,30071,9,10,1,109.52819,18.30472,1619
200676,87C93C09107C554DB19E0C119A198391,31031,12,13,1,109.49979,18.25382,1510
200699,3D973863443908C78D38AAF704284294,30671,0,6,6,109.43611,18.30139,1268
200700,3D973863443908C78D38AAF704284294,60054,10,11,1,109.3016,18.31229,770
200701,3D973863443908C78D38AAF704284294,30661,11,13,2,109.37028,18.24361,1008
200725,D9689370CD6256E9753C2B0B13067E2B,60631,1,6,5,109.57778,18.27583,1814
200727,D9689370CD6256E9753C2B0B13067E2B,30854,15,23,8,109.56889,18.27076,1763
200759,6A74DBCF68C394F15C6D2F7F45531CD3,60054,14,15,1,109.3016,18.31229,770
200760,6A74DBCF68C394F15C6D2F7F45531CD3,60221,15,19,4,109.52569,18.29188,1616
200761,6A74DBCF68C394F15C6D2F7F45531CD3,31421,22,23,1,109.55382,18.22347,1705
200780,9D08739092826F08F2C268E72E8D5521,60281,19,21,2,109.51743,18.25924,1561
200781,9D08739092826F08F2C268E72E8D5521,38325,22,23,1,109.39792,18.2909,1116
200800,2091DB2ACA69B10ADE950A23CC278A98,31431,0,1,1,109.44639,18.29042,1316
200801,2091DB2ACA69B10ADE950A23CC278A98,60361,3,5,2,109.51938,18.29681,1567
200802,2091DB2ACA69B10ADE950A23CC278A98,31431,7,16,9,109.44639,18.29042,1316
200803,2091DB2ACA69B10ADE950A23CC278A98,38251,16,17,1,109.49618,18.25493,1510
200804,2091DB2ACA69B10ADE950A23CC278A98,31431,18,19,1,109.44639,18.29042,1316
200808,B6F812E63295803956F25D278E925B23,30681,0,9,9,109.48493,18.26917,1463
200809,B6F812E63295803956F25D278E925B23,30854,13,14,1,109.56889,18.27076,1763
200810,B6F812E63295803956F25D278E925B23,38127,14,22,8,109.50833,18.27222,1513
200842,38C163CD965FA1BEEEA1CEB4AE4ADD90,39181,12,14,2,109.55153,18.28035,1715
200843,38C163CD965FA1BEEEA1CEB4AE4ADD90,60201,14,22,8,109.5041,18.2509,1510
200864,99CBAA6A65A50998F0A10B72B36210E4,60161,9,10,1,109.49174,18.26181,1461
200865,99CBAA6A65A50998F0A10B72B36210E4,60231,11,22,11,109.49903,18.21972,1504
200866,2FE0F3A82C27452F04A6B927F514EFA7,31554,0,10,10,109.55521,18.2459,1709
200867,2FE0F3A82C27452F04A6B927F514EFA7,31561,11,12,1,109.56792,18.28479,1765
200868,2FE0F3A82C27452F04A6B927F514EFA7,31181,14,15,1,109.50382,18.24813,1509
200869,2FE0F3A82C27452F04A6B927F514EFA7,30911,16,17,1,109.50493,18.26181,1511
200870,2FE0F3A82C27452F04A6B927F514EFA7,60381,18,23,5,109.5241,18.22458,1605
200874,A2DBFF4E352E7B7C1EE25431C02FC741,31931,0,14,14,109.54771,18.29403,1667
200875,A2DBFF4E352E7B7C1EE25431C02FC741,39181,15,18,3,109.55153,18.28035,1715
200876,A2DBFF4E352E7B7C1EE25431C02FC741,31931,19,21,2,109.54771,18.29403,1667
200885,000584B3023702F3E9DDF521B1C35B1A,30854,17,18,1,109.56889,18.27076,1763
200886,000584B3023702F3E9DDF521B1C35B1A,31945,19,20,1,109.58021,18.29403,1817
200887,7EBC20D0E5F0FBA046CA1D08E7FF47C1,30854,1,19,18,109.56889,18.27076,1763
200888,7EBC20D0E5F0FBA046CA1D08E7FF47C1,30191,22,23,1,109.50361,18.22701,1506
200949,E34FF61340C5B86CF9FD0AD454D26266,60331,0,7,7,109.505,18.26507,1512
200950,E34FF61340C5B86CF9FD0AD454D26266,30251,10,14,4,109.50611,18.26653,1512
200951,E34FF61340C5B86CF9FD0AD454D26266,60131,14,18,4,109.49819,18.24778,1509
200952,E34FF61340C5B86CF9FD0AD454D26266,60331,19,23,4,109.505,18.26507,1512
200959,3C5AEA306E8A69C707195C4150E77D90,31931,1,6,5,109.54771,18.29403,1667
200960,3C5AEA306E8A69C707195C4150E77D90,39181,7,10,3,109.55153,18.28035,1715
200961,3C5AEA306E8A69C707195C4150E77D90,39181,14,17,3,109.55153,18.28035,1715
200962,3C5AEA306E8A69C707195C4150E77D90,31931,19,22,3,109.54771,18.29403,1667
200976,DF1914B7230B32BA806E8A8749CAD846,60261,0,10,10,109.44326,18.3075,1319
200977,DF1914B7230B32BA806E8A8749CAD846,60421,12,15,3,109.46333,18.31743,1371
200978,DF1914B7230B32BA806E8A8749CAD846,60501,18,20,2,109.48701,18.29021,1466
200982,01FF6D65AF5B6ECAD8BD2BEF97B00B84,38052,0,1,1,109.62618,18.23042,1956
200983,01FF6D65AF5B6ECAD8BD2BEF97B00B84,31571,3,7,4,109.61563,18.23326,1957
200984,01FF6D65AF5B6ECAD8BD2BEF97B00B84,38052,7,8,1,109.62618,18.23042,1956
200985,01FF6D65AF5B6ECAD8BD2BEF97B00B84,30441,10,12,2,109.64021,18.25424,2010
200986,01FF6D65AF5B6ECAD8BD2BEF97B00B84,38052,14,23,9,109.62618,18.23042,1956
200999,7E544E07A6F29B69DAF0EA624E4EEAAD,60054,16,18,2,109.3016,18.31229,770
201000,7E544E07A6F29B69DAF0EA624E4EEAAD,39281,21,23,2,109.21333,18.30271,418
201018,E5E2DA460104E389257158E8D8C9FBDA,60281,0,6,6,109.51743,18.25924,1561
201019,E5E2DA460104E389257158E8D8C9FBDA,60311,6,11,5,109.52097,18.24319,1558
201020,E5E2DA460104E389257158E8D8C9FBDA,31261,11,12,1,109.51174,18.2466,1559
201021,E5E2DA460104E389257158E8D8C9FBDA,60311,14,17,3,109.52097,18.24319,1558
201022,E5E2DA460104E389257158E8D8C9FBDA,60281,17,23,6,109.51743,18.25924,1561
201023,79BABDF74F5861A434085432A23D4B92,31071,0,8,8,109.58257,18.28458,1815
201024,79BABDF74F5861A434085432A23D4B92,30854,10,13,3,109.56889,18.27076,1763
201025,79BABDF74F5861A434085432A23D4B92,31071,14,20,6,109.58257,18.28458,1815
201066,020753EF78F0A0C39658113A3377EA1E,31561,0,7,7,109.56792,18.28479,1765
201067,020753EF78F0A0C39658113A3377EA1E,39183,7,8,1,109.55542,18.28208,1715
201068,020753EF78F0A0C39658113A3377EA1E,31561,8,22,14,109.56792,18.28479,1765
201075,8D496C0E2DB1FF881021B05CE10C0242,31071,0,4,4,109.58257,18.28458,1815
201076,8D496C0E2DB1FF881021B05CE10C0242,30854,7,23,16,109.56889,18.27076,1763
201098,7FD31F65A9E7574FDAD4A110ACBA289D,60171,14,16,2,109.51292,18.30694,1569
201099,7FD31F65A9E7574FDAD4A110ACBA289D,60371,18,19,1,109.53063,18.30056,1618
201112,EB0139E0BBB300F5407E4F7BCDA3B148,38291,0,14,14,109.51618,18.24313,1558
201113,EB0139E0BBB300F5407E4F7BCDA3B148,31521,14,18,4,109.51458,18.22542,1555
201114,EB0139E0BBB300F5407E4F7BCDA3B148,30421,19,20,1,109.50021,18.25861,1511
201115,0CE734CF9AAD35EF26955DDF1FD6DDAB,38871,15,17,2,109.44681,18.28625,1316
201116,0CE734CF9AAD35EF26955DDF1FD6DDAB,39091,18,19,1,109.50097,18.25222,1510
201117,0CE734CF9AAD35EF26955DDF1FD6DDAB,39091,21,22,1,109.50097,18.25222,1510
201231,51061B3DE820AF1C1C713EF684728003,30854,8,18,10,109.56889,18.27076,1763
201232,51061B3DE820AF1C1C713EF684728003,31071,21,23,2,109.58257,18.28458,1815
201238,213AF2099653A4ADAEF799CCC144B279,30021,0,11,11,109.12014,18.40986,86
201240,213AF2099653A4ADAEF799CCC144B279,30021,17,22,5,109.12014,18.40986,86
201241,5EC06FAC313B2D21C1321F01A9E06016,30661,13,15,2,109.37028,18.24361,1008
201242,5EC06FAC313B2D21C1321F01A9E06016,60054,18,19,1,109.3016,18.31229,770
201243,5EC06FAC313B2D21C1321F01A9E06016,38951,20,23,3,109.48097,18.28868,1416
201244,A9BC995AD7BCE38026731A45BAD73591,31521,0,1,1,109.51458,18.22542,1555
201245,A9BC995AD7BCE38026731A45BAD73591,30731,2,6,4,109.50944,18.22306,1555
201246,A9BC995AD7BCE38026731A45BAD73591,38754,9,12,3,109.74667,18.37382,2430
201278,1C7CD110946177CB33C47D26152F6C47,39183,1,6,5,109.55542,18.28208,1715
201279,1C7CD110946177CB33C47D26152F6C47,30851,7,8,1,109.5616,18.27396,1713
201293,207A3717E11AB3AC89EB226444DE97A9,31031,12,15,3,109.49979,18.25382,1510
201294,207A3717E11AB3AC89EB226444DE97A9,31031,15,17,2,109.49979,18.25382,1510
201295,207A3717E11AB3AC89EB226444DE97A9,30771,18,20,2,109.49938,18.26042,1511
201296,207A3717E11AB3AC89EB226444DE97A9,30771,21,22,1,109.49938,18.26042,1511
201320,D9AE11CD16B231308C3F0FB3F53BC3E9,31071,0,13,13,109.58257,18.28458,1815
201321,D9AE11CD16B231308C3F0FB3F53BC3E9,30854,15,17,2,109.56889,18.27076,1763
201338,7CE7C06285D7493A1117F256B3BBCC56,31031,8,9,1,109.49979,18.25382,1510
201339,7CE7C06285D7493A1117F256B3BBCC56,30151,10,16,6,109.50986,18.25083,1560
201340,7CE7C06285D7493A1117F256B3BBCC56,38291,18,19,1,109.51618,18.24313,1558
201341,7CE7C06285D7493A1117F256B3BBCC56,30151,20,23,3,109.50986,18.25083,1560
201383,8B9A9BFD1ACAD480EB101A91DBF2024D,38291,1,17,16,109.51618,18.24313,1558
201384,8B9A9BFD1ACAD480EB101A91DBF2024D,30371,18,20,2,109.51,18.24771,1559
201394,E9A67CAEAD4E146EE721320A56F893AA,31071,0,2,2,109.58257,18.28458,1815
201395,E9A67CAEAD4E146EE721320A56F893AA,31945,4,6,2,109.58021,18.29403,1817
201396,E9A67CAEAD4E146EE721320A56F893AA,30711,9,11,2,109.50271,18.25347,1510
201397,E9A67CAEAD4E146EE721320A56F893AA,30854,17,20,3,109.56889,18.27076,1763
201398,E9A67CAEAD4E146EE721320A56F893AA,31945,21,22,1,109.58021,18.29403,1817
201409,43E035AE85036EBD9891453E9567CB81,30151,0,8,8,109.50986,18.25083,1560
201410,43E035AE85036EBD9891453E9567CB81,30151,12,14,2,109.50986,18.25083,1560
201411,43E035AE85036EBD9891453E9567CB81,30321,16,22,6,109.49563,18.29611,1467
201424,F3EA4B3DF8A619A30272A53ECD9E968F,38185,0,7,7,109.51333,18.27347,1563
201425,F3EA4B3DF8A619A30272A53ECD9E968F,38013,12,14,2,109.49514,18.21951,1454
201426,F3EA4B3DF8A619A30272A53ECD9E968F,39191,17,19,2,109.51493,18.23472,1557
201427,F3EA4B3DF8A619A30272A53ECD9E968F,60201,20,22,2,109.5041,18.2509,1510
201432,B993C2FD00BD91EAEE002C4003C4B7E2,31071,0,7,7,109.58257,18.28458,1815
201433,B993C2FD00BD91EAEE002C4003C4B7E2,31071,8,9,1,109.58257,18.28458,1815
201434,B993C2FD00BD91EAEE002C4003C4B7E2,38251,14,15,1,109.49618,18.25493,1510
201438,F7EB65229708BABC838B2F6907E461CE,31521,0,7,7,109.51458,18.22542,1555
201439,F7EB65229708BABC838B2F6907E461CE,30661,9,14,5,109.37028,18.24361,1008
201440,F7EB65229708BABC838B2F6907E461CE,60054,16,17,1,109.3016,18.31229,770
201441,F7EB65229708BABC838B2F6907E461CE,31521,20,23,3,109.51458,18.22542,1555
201448,2123231E14775D9A8DE8B95E56EEF6DC,31471,12,14,2,109.34583,18.29563,917
201496,8752BC71725B50257436D50C6598F252,30854,13,15,2,109.56889,18.27076,1763
201497,8752BC71725B50257436D50C6598F252,31071,19,23,4,109.58257,18.28458,1815
201501,92E14A6094471B9C1A50CE8585136EC6,60087,15,17,2,109.50688,18.22299,1505
201502,92E14A6094471B9C1A50CE8585136EC6,30731,19,23,4,109.50944,18.22306,1555
201518,D2FA8B3378302724EAD475376DD7D7E4,30661,13,15,2,109.37028,18.24361,1008
201519,D2FA8B3378302724EAD475376DD7D7E4,31303,19,23,4,109.15826,18.29549,217
201556,4538154FE025AC6453F6CD695BA5F0AF,31261,14,15,1,109.51174,18.2466,1559
201557,4538154FE025AC6453F6CD695BA5F0AF,30731,17,19,2,109.50944,18.22306,1555
201558,4538154FE025AC6453F6CD695BA5F0AF,31261,19,23,4,109.51174,18.2466,1559
201568,DC9973204E62AA99FA79F0696CF6C0F6,31945,0,7,7,109.58021,18.29403,1817
201569,DC9973204E62AA99FA79F0696CF6C0F6,30854,8,14,6,109.56889,18.27076,1763
201570,DC9973204E62AA99FA79F0696CF6C0F6,30361,17,18,1,109.50347,18.24,1508
201571,DC9973204E62AA99FA79F0696CF6C0F6,31411,19,20,1,109.5016,18.23576,1507
201572,DC9973204E62AA99FA79F0696CF6C0F6,30854,21,23,2,109.56889,18.27076,1763
201573,C983E73D646629A775690ECA8920EB29,30101,0,5,5,109.57299,18.33333,1773
201574,C983E73D646629A775690ECA8920EB29,31631,6,7,1,109.59542,18.36826,1879
201575,C983E73D646629A775690ECA8920EB29,30101,8,11,3,109.57299,18.33333,1773
201576,C983E73D646629A775690ECA8920EB29,31631,16,17,1,109.59542,18.36826,1879
201577,C983E73D646629A775690ECA8920EB29,30101,19,20,1,109.57299,18.33333,1773
201578,C983E73D646629A775690ECA8920EB29,31631,21,23,2,109.59542,18.36826,1879
201593,86EDF7CD143DD19E47E6DF8DE8411FF2,31951,1,21,20,109.52174,18.30299,1568
201594,86EDF7CD143DD19E47E6DF8DE8411FF2,30561,21,22,1,109.52778,18.31938,1621
201639,8FE97C1052D63DE830211C405D8F5442,39371,5,7,2,109.56627,18.2646,1762
201640,8FE97C1052D63DE830211C405D8F5442,60631,7,12,5,109.57778,18.27583,1814
201661,37657A593A7A700C5ECCE5BB0AAAABA7,31931,0,13,13,109.54771,18.29403,1667
201662,37657A593A7A700C5ECCE5BB0AAAABA7,30921,13,18,5,109.53903,18.29451,1667
201663,37657A593A7A700C5ECCE5BB0AAAABA7,31931,18,19,1,109.54771,18.29403,1667
201696,D0644281647025A7A26484BC424A7256,38331,2,6,4,109.62465,18.22736,1956
201697,D0644281647025A7A26484BC424A7256,38052,9,13,4,109.62618,18.23042,1956
201698,D0644281647025A7A26484BC424A7256,31321,17,18,1,109.63799,18.23201,2007
201699,D0644281647025A7A26484BC424A7256,38052,19,22,3,109.62618,18.23042,1956
201700,87C5E55D14972DAB6DC404BB48A37840,31471,11,12,1,109.34583,18.29563,917
201701,87C5E55D14972DAB6DC404BB48A37840,60054,12,14,2,109.3016,18.31229,770
201711,664AAF94F095BCD14233E5648F0324F0,60491,7,8,1,109.43354,18.30847,1269
201717,53453D8B736810206EC5A6632D159BE6,31931,0,15,15,109.54771,18.29403,1667
201718,53453D8B736810206EC5A6632D159BE6,30921,17,18,1,109.53903,18.29451,1667
201719,53453D8B736810206EC5A6632D159BE6,31931,19,23,4,109.54771,18.29403,1667
201732,AE8680286B45D9D0276D665A2B272582,38251,0,7,7,109.49618,18.25493,1510
201733,AE8680286B45D9D0276D665A2B272582,31471,12,14,2,109.34583,18.29563,917
201734,AE8680286B45D9D0276D665A2B272582,60381,16,18,2,109.5241,18.22458,1605
201735,AE8680286B45D9D0276D665A2B272582,38251,22,23,1,109.49618,18.25493,1510
201736,9AA959ED87D1ECC3053DED17290EFCBD,30854,1,2,1,109.56889,18.27076,1763
201737,9AA959ED87D1ECC3053DED17290EFCBD,31561,4,6,2,109.56792,18.28479,1765
201738,9AA959ED87D1ECC3053DED17290EFCBD,39181,7,10,3,109.55153,18.28035,1715
201739,9AA959ED87D1ECC3053DED17290EFCBD,39183,13,15,2,109.55542,18.28208,1715
201740,9AA959ED87D1ECC3053DED17290EFCBD,31561,17,18,1,109.56792,18.28479,1765
201750,BCDE01A4E2BDFB1588B63A66AC193559,31421,0,8,8,109.55382,18.22347,1705
201751,BCDE01A4E2BDFB1588B63A66AC193559,31061,12,13,1,109.53333,18.23257,1607
201752,BCDE01A4E2BDFB1588B63A66AC193559,31561,14,16,2,109.56792,18.28479,1765
201762,058BB35E9365186FDBD53CD2B8640A1D,30731,1,6,5,109.50944,18.22306,1555
201763,058BB35E9365186FDBD53CD2B8640A1D,31521,7,8,1,109.51458,18.22542,1555
201766,7890099D98AA300C5BF12527E7372DB0,60631,0,6,6,109.57778,18.27583,1814
201767,7890099D98AA300C5BF12527E7372DB0,30854,9,11,2,109.56889,18.27076,1763
201768,7890099D98AA300C5BF12527E7372DB0,31071,12,14,2,109.58257,18.28458,1815
201769,7890099D98AA300C5BF12527E7372DB0,30854,16,17,1,109.56889,18.27076,1763
201770,7890099D98AA300C5BF12527E7372DB0,31071,18,20,2,109.58257,18.28458,1815
201771,7890099D98AA300C5BF12527E7372DB0,60631,22,23,1,109.57778,18.27583,1814
201806,D96E01B8E0F0DE9C160C9FEAFDCFDB6D,31071,1,7,6,109.58257,18.28458,1815
201807,D96E01B8E0F0DE9C160C9FEAFDCFDB6D,30854,8,18,10,109.56889,18.27076,1763
201825,3C1A2536A78CF30193CED5E3EEACBE7E,30851,0,6,6,109.5616,18.27396,1713
201826,3C1A2536A78CF30193CED5E3EEACBE7E,31561,6,8,2,109.56792,18.28479,1765
201827,3C1A2536A78CF30193CED5E3EEACBE7E,30851,12,13,1,109.5616,18.27396,1713
201828,3C1A2536A78CF30193CED5E3EEACBE7E,30854,15,17,2,109.56889,18.27076,1763
201829,3C1A2536A78CF30193CED5E3EEACBE7E,30851,19,22,3,109.5616,18.27396,1713
