,id,grid,start_hour,end_hour,duration,lon,lat,gps2id
97049,39F25FE146A03325C93C111F2A943B6C,31945,22,23,1,109.58021,18.29403,1817
97050,58418A9EA4A7DC03127CB79C039A5185,31071,0,14,14,109.58257,18.28458,1815
97051,58418A9EA4A7DC03127CB79C039A5185,30711,18,21,3,109.50271,18.25347,1510
97095,9ECDB9C3F97E311C1827C02496967431,60371,0,12,12,109.53063,18.30056,1618
97096,9ECDB9C3F97E311C1827C02496967431,30701,17,22,5,109.59313,18.32007,1871
97120,77A63CEB987CF3B94BF0EF731BFDDB75,30731,0,5,5,109.50944,18.22306,1555
97121,77A63CEB987CF3B94BF0EF731BFDDB75,31521,8,10,2,109.51458,18.22542,1555
97122,77A63CEB987CF3B94BF0EF731BFDDB75,31521,11,13,2,109.51458,18.22542,1555
97123,77A63CEB987CF3B94BF0EF731BFDDB75,38111,14,16,2,109.52007,18.22403,1555
97124,77A63CEB987CF3B94BF0EF731BFDDB75,31521,17,18,1,109.51458,18.22542,1555
97125,77A63CEB987CF3B94BF0EF731BFDDB75,38071,20,21,1,109.40722,18.30938,1169
97133,A6C9F0B973397747F0214C9B247DCED3,31471,11,12,1,109.34583,18.29563,917
97134,1E36640BE395A4EE8CCB2697222419A5,60631,0,6,6,109.57778,18.27583,1814
97135,1E36640BE395A4EE8CCB2697222419A5,30854,7,10,3,109.56889,18.27076,1763
97136,1E36640BE395A4EE8CCB2697222419A5,31071,14,16,2,109.58257,18.28458,1815
97137,1E36640BE395A4EE8CCB2697222419A5,30854,18,19,1,109.56889,18.27076,1763
97140,14AE6C820CE45F96077630992CABD33D,30851,0,11,11,109.5616,18.27396,1713
97141,14AE6C820CE45F96077630992CABD33D,30951,11,13,2,109.56208,18.25667,1761
97142,14AE6C820CE45F96077630992CABD33D,31551,17,22,5,109.55868,18.24222,1708
97173,B34415F599F0ED7D1A073EE314A60B9B,60041,3,4,1,109.39889,18.31944,1121
97174,B34415F599F0ED7D1A073EE314A60B9B,31671,8,22,14,109.38965,18.29813,1068
97191,2C9F9127F2AECFBA8069624790D23C60,30771,0,6,6,109.49938,18.26042,1511
97205,0CD3A9451B945A7EABB5A7155C5317AC,60401,2,8,6,109.47444,18.27583,1414
97206,0CD3A9451B945A7EABB5A7155C5317AC,60161,9,10,1,109.49174,18.26181,1461
97207,0CD3A9451B945A7EABB5A7155C5317AC,31251,12,14,2,109.18528,18.2975,317
97208,0CD3A9451B945A7EABB5A7155C5317AC,30421,14,17,3,109.50021,18.25861,1511
97209,0CD3A9451B945A7EABB5A7155C5317AC,38251,18,19,1,109.49618,18.25493,1510
97242,EC4B90EDBF35256FDB4D4F8B87DB8A04,31071,2,7,5,109.58257,18.28458,1815
97243,EC4B90EDBF35256FDB4D4F8B87DB8A04,30854,8,16,8,109.56889,18.27076,1763
97244,EC4B90EDBF35256FDB4D4F8B87DB8A04,31071,20,22,2,109.58257,18.28458,1815
97250,E0A24740E2C54F3B77DB561A91D2BED7,30151,0,5,5,109.50986,18.25083,1560
97251,E0A24740E2C54F3B77DB561A91D2BED7,30251,8,17,9,109.50611,18.26653,1512
97252,E0A24740E2C54F3B77DB561A91D2BED7,30151,18,23,5,109.50986,18.25083,1560
97281,B5D993AEFE332BB553AF00D1A5E8D804,31031,0,12,12,109.49979,18.25382,1510
97282,B5D993AEFE332BB553AF00D1A5E8D804,60411,16,23,7,109.32514,18.30854,869
97333,0D69669D4DBC1CEB06269A084D86E853,30854,0,8,8,109.56889,18.27076,1763
97334,0D69669D4DBC1CEB06269A084D86E853,30581,9,19,10,109.62257,18.24951,1959
97335,0D69669D4DBC1CEB06269A084D86E853,60631,20,22,2,109.57778,18.27583,1814
97359,D6B53309590D99FCA390E7D5BEFA02F3,38331,3,11,8,109.62465,18.22736,1956
97360,D6B53309590D99FCA390E7D5BEFA02F3,60441,15,16,1,109.46792,18.28604,1366
97430,F613CC88D209D7DC1A4E289F7CE1FEAE,38951,0,10,10,109.48097,18.28868,1416
97431,F613CC88D209D7DC1A4E289F7CE1FEAE,30731,11,15,4,109.50944,18.22306,1555
97432,F613CC88D209D7DC1A4E289F7CE1FEAE,30861,18,19,1,109.52722,18.22743,1606
97486,EA446444DFE25212830F95291C13D19D,31931,0,6,6,109.54771,18.29403,1667
97487,EA446444DFE25212830F95291C13D19D,39181,8,9,1,109.55153,18.28035,1715
97488,EA446444DFE25212830F95291C13D19D,31931,12,20,8,109.54771,18.29403,1667
97504,D5EC7DA388CFD5E0C4727105FD53AF35,31471,13,15,2,109.34583,18.29563,917
97505,D5EC7DA388CFD5E0C4727105FD53AF35,60491,19,22,3,109.43354,18.30847,1269
97524,7D3290551DAEC31B514E4A342C73F8C1,60221,16,18,2,109.52569,18.29188,1616
97525,7D3290551DAEC31B514E4A342C73F8C1,60381,20,21,1,109.5241,18.22458,1605
97570,EB0FCA476C45C6CACE4A77D6A3C2F286,30661,12,14,2,109.37028,18.24361,1008
97571,EB0FCA476C45C6CACE4A77D6A3C2F286,60054,14,15,1,109.3016,18.31229,770
97572,EB0FCA476C45C6CACE4A77D6A3C2F286,30854,19,21,2,109.56889,18.27076,1763
97581,A630522B62E8A37999528F086521024C,30771,8,10,2,109.49938,18.26042,1511
97582,A630522B62E8A37999528F086521024C,31931,14,22,8,109.54771,18.29403,1667
97583,27229B6D41BD7CDDDAA38911093865DB,31071,3,4,1,109.58257,18.28458,1815
97584,27229B6D41BD7CDDDAA38911093865DB,38085,5,16,11,109.6291,18.23625,2007
97585,27229B6D41BD7CDDDAA38911093865DB,30854,18,23,5,109.56889,18.27076,1763
97597,14F1CC63CDA098F9694EAC8584B9C7A5,31561,3,7,4,109.56792,18.28479,1765
97598,14F1CC63CDA098F9694EAC8584B9C7A5,30854,8,11,3,109.56889,18.27076,1763
97599,14F1CC63CDA098F9694EAC8584B9C7A5,31561,12,13,1,109.56792,18.28479,1765
97600,14F1CC63CDA098F9694EAC8584B9C7A5,31071,13,15,2,109.58257,18.28458,1815
97601,14F1CC63CDA098F9694EAC8584B9C7A5,30854,16,18,2,109.56889,18.27076,1763
97618,E218C587552A5DADC05C4E69685FE374,39183,0,6,6,109.55542,18.28208,1715
97619,E218C587552A5DADC05C4E69685FE374,30854,8,20,12,109.56889,18.27076,1763
97620,E218C587552A5DADC05C4E69685FE374,39183,21,23,2,109.55542,18.28208,1715
97647,2AA3869C77C7C14130E5A08E136B3824,30661,11,13,2,109.37028,18.24361,1008
97666,C80166F5FFCB47450453FB0F444BF2BD,60311,0,7,7,109.52097,18.24319,1558
97667,C80166F5FFCB47450453FB0F444BF2BD,30181,9,12,3,109.51597,18.23313,1557
97668,C80166F5FFCB47450453FB0F444BF2BD,60311,13,14,1,109.52097,18.24319,1558
97669,C80166F5FFCB47450453FB0F444BF2BD,38291,18,20,2,109.51618,18.24313,1558
97670,C80166F5FFCB47450453FB0F444BF2BD,60311,21,23,2,109.52097,18.24319,1558
97674,C8501DFE42E6954852B7593EDA5D3099,31304,9,13,4,109.15903,18.32854,223
97675,C8501DFE42E6954852B7593EDA5D3099,60381,18,21,3,109.5241,18.22458,1605
97686,1D8B814EC83D52D7C5F3FED99C129EE0,30854,0,1,1,109.56889,18.27076,1763
97687,1D8B814EC83D52D7C5F3FED99C129EE0,60631,4,6,2,109.57778,18.27583,1814
97688,1D8B814EC83D52D7C5F3FED99C129EE0,30854,11,18,7,109.56889,18.27076,1763
97716,D02479913B5C50E5D55D6F7DB176A542,31931,12,19,7,109.54771,18.29403,1667
97717,D02479913B5C50E5D55D6F7DB176A542,39183,20,21,1,109.55542,18.28208,1715
97755,C28CDF8C9B6CD50A00572DC343140C65,31321,0,13,13,109.63799,18.23201,2007
97756,C28CDF8C9B6CD50A00572DC343140C65,30921,13,14,1,109.53903,18.29451,1667
97757,C28CDF8C9B6CD50A00572DC343140C65,31321,17,23,6,109.63799,18.23201,2007
97805,6876B785B3B8E427F5B0017E0B0EC706,60391,0,8,8,109.47667,18.28757,1416
97806,6876B785B3B8E427F5B0017E0B0EC706,30434,11,12,1,109.17083,18.35861,278
97807,6876B785B3B8E427F5B0017E0B0EC706,30111,12,14,2,109.47583,18.30542,1419
97833,2D115D52FDAB55086A12D742071FDFC9,30232,0,3,3,109.6191,18.31701,1971
97834,2D115D52FDAB55086A12D742071FDFC9,30854,3,13,10,109.56889,18.27076,1763
97835,2D115D52FDAB55086A12D742071FDFC9,30232,14,20,6,109.6191,18.31701,1971
97844,0C3DD1EABA2D708A2506DA8150CEC148,31561,0,6,6,109.56792,18.28479,1765
97845,0C3DD1EABA2D708A2506DA8150CEC148,30854,8,9,1,109.56889,18.27076,1763
97846,0C3DD1EABA2D708A2506DA8150CEC148,31561,11,13,2,109.56792,18.28479,1765
97847,0C3DD1EABA2D708A2506DA8150CEC148,30854,14,17,3,109.56889,18.27076,1763
97848,0C3DD1EABA2D708A2506DA8150CEC148,31561,18,22,4,109.56792,18.28479,1765
97875,E844868356E195B198CAAC9A1F9C6634,31301,13,14,1,109.14493,18.31222,170
97876,E844868356E195B198CAAC9A1F9C6634,31471,15,17,2,109.34583,18.29563,917
97877,E844868356E195B198CAAC9A1F9C6634,31081,18,23,5,109.44639,18.30181,1318
97886,29EC5157E5B1494DF69814EF16E86079,30581,11,12,1,109.62257,18.24951,1959
97887,29EC5157E5B1494DF69814EF16E86079,31471,16,18,2,109.34583,18.29563,917
97899,2F64FEF19C86AA0A8AA3E3FA37CC4F2D,30854,0,16,16,109.56889,18.27076,1763
97900,2F64FEF19C86AA0A8AA3E3FA37CC4F2D,60631,18,20,2,109.57778,18.27583,1814
97905,AB43182259122294244C13D6FC66D4A1,60631,0,6,6,109.57778,18.27583,1814
97906,AB43182259122294244C13D6FC66D4A1,30851,9,18,9,109.5616,18.27396,1713
97907,AB43182259122294244C13D6FC66D4A1,60631,19,21,2,109.57778,18.27583,1814
97934,036DFEF8CA623F9034F928149FE2468D,30821,0,3,3,109.43681,18.33639,1274
97935,036DFEF8CA623F9034F928149FE2468D,30651,4,10,6,109.42611,18.385,1232
97936,036DFEF8CA623F9034F928149FE2468D,30821,10,12,2,109.43681,18.33639,1274
97963,8C65C7C4D4426221B9BBF10610754805,38251,2,10,8,109.49618,18.25493,1510
97964,8C65C7C4D4426221B9BBF10610754805,31471,13,16,3,109.34583,18.29563,917
97965,8C65C7C4D4426221B9BBF10610754805,60524,19,21,2,109.42951,18.28993,1216
97966,8C65C7C4D4426221B9BBF10610754805,38251,21,22,1,109.49618,18.25493,1510
97974,FCFB14BA36BDB7CD6A39612B9AE933B2,39181,12,13,1,109.55153,18.28035,1715
97975,FCFB14BA36BDB7CD6A39612B9AE933B2,31931,14,15,1,109.54771,18.29403,1667
97976,FCFB14BA36BDB7CD6A39612B9AE933B2,38127,18,23,5,109.50833,18.27222,1513
97977,F8D799D9161B0143E0D71C40472A357E,30071,0,8,8,109.52819,18.30472,1619
97978,F8D799D9161B0143E0D71C40472A357E,30071,11,13,2,109.52819,18.30472,1619
97979,F8D799D9161B0143E0D71C40472A357E,30071,17,19,2,109.52819,18.30472,1619
97980,F8D799D9161B0143E0D71C40472A357E,30071,20,23,3,109.52819,18.30472,1619
98003,5EE25A6E7DD554FFDA0C9C1A504114B7,30221,0,18,18,109.57833,18.20222,1802
98004,5EE25A6E7DD554FFDA0C9C1A504114B7,60291,20,23,3,109.50826,18.24639,1509
98013,C0CA4E58B15F58D7F48B8BEF10CEB35A,30891,0,5,5,109.59431,18.28389,1865
98014,C0CA4E58B15F58D7F48B8BEF10CEB35A,60591,9,12,3,109.61118,18.21715,1904
98022,7BF65E5054DA81A230AB5423620158E1,60631,2,13,11,109.57778,18.27583,1814
98023,7BF65E5054DA81A230AB5423620158E1,31071,15,16,1,109.58257,18.28458,1815
98024,7BF65E5054DA81A230AB5423620158E1,30854,17,20,3,109.56889,18.27076,1763
98025,7BF65E5054DA81A230AB5423620158E1,60631,22,23,1,109.57778,18.27583,1814
98050,D1A5E6081E70F748BFD3C6895B141C01,30661,0,4,4,109.37028,18.24361,1008
98051,D1A5E6081E70F748BFD3C6895B141C01,60411,7,13,6,109.32514,18.30854,869
98052,D1A5E6081E70F748BFD3C6895B141C01,30661,13,18,5,109.37028,18.24361,1008
98053,D1A5E6081E70F748BFD3C6895B141C01,30901,19,20,1,109.27597,18.3134,670
98062,FCF69C4EB20A61D7801C0D8953A36537,31071,0,6,6,109.58257,18.28458,1815
98063,FCF69C4EB20A61D7801C0D8953A36537,30851,8,9,1,109.5616,18.27396,1713
98064,FCF69C4EB20A61D7801C0D8953A36537,31071,11,13,2,109.58257,18.28458,1815
98065,FCF69C4EB20A61D7801C0D8953A36537,30851,15,17,2,109.5616,18.27396,1713
98066,FCF69C4EB20A61D7801C0D8953A36537,31071,18,22,4,109.58257,18.28458,1815
98126,C58D0182BFC61ED113EE3B09763C30B2,38185,0,6,6,109.51333,18.27347,1563
98127,C58D0182BFC61ED113EE3B09763C30B2,38127,9,13,4,109.50833,18.27222,1513
98128,C58D0182BFC61ED113EE3B09763C30B2,30291,16,18,2,109.50403,18.27028,1513
98129,C58D0182BFC61ED113EE3B09763C30B2,30281,18,19,1,109.50597,18.27583,1514
98130,C58D0182BFC61ED113EE3B09763C30B2,38185,20,23,3,109.51333,18.27347,1563
98156,079A114D194FE2EFB0C89059CA4EBC03,31251,0,4,4,109.18528,18.2975,317
98158,079A114D194FE2EFB0C89059CA4EBC03,31251,15,19,4,109.18528,18.2975,317
98167,E3C1178CAC9A3E9411032B65DEB10C88,31021,0,8,8,109.49021,18.27,1463
98168,E3C1178CAC9A3E9411032B65DEB10C88,30171,8,13,5,109.48458,18.27139,1463
98202,299097E06448608D5CB166194604D1AB,60401,0,6,6,109.47444,18.27583,1414
98203,299097E06448608D5CB166194604D1AB,31031,8,9,1,109.49979,18.25382,1510
98204,299097E06448608D5CB166194604D1AB,30241,12,13,1,109.26174,18.3275,622
98213,2115670ECBCEFE4CA16C55F5204DF607,31761,0,5,5,109.60521,18.27965,1914
98214,2115670ECBCEFE4CA16C55F5204DF607,30854,7,16,9,109.56889,18.27076,1763
98250,A09B207C65A3863769CA2406970EB62C,31031,2,9,7,109.49979,18.25382,1510
98251,A09B207C65A3863769CA2406970EB62C,60054,11,13,2,109.3016,18.31229,770
98252,A09B207C65A3863769CA2406970EB62C,60381,17,21,4,109.5241,18.22458,1605
98255,E649CF84A26278291AA1A5B5C5D01FCA,30854,1,15,14,109.56889,18.27076,1763
98256,E649CF84A26278291AA1A5B5C5D01FCA,31561,17,18,1,109.56792,18.28479,1765
98257,284AAA7F5DD511A2BA368F86EB7F7C95,30171,0,1,1,109.48458,18.27139,1463
98258,284AAA7F5DD511A2BA368F86EB7F7C95,31021,4,6,2,109.49021,18.27,1463
98277,9FF85E4A9ADF25BDF242774543CAC5B0,31251,1,16,15,109.18528,18.2975,317
98278,9FF85E4A9ADF25BDF242774543CAC5B0,30781,17,18,1,109.3275,18.37847,881
98305,C6C3BC01E542B810EF853FEEB6C81198,60361,0,5,5,109.51938,18.29681,1567
98306,C6C3BC01E542B810EF853FEEB6C81198,60221,6,7,1,109.52569,18.29188,1616
98307,C6C3BC01E542B810EF853FEEB6C81198,60361,8,17,9,109.51938,18.29681,1567
98330,66A967284CA30127D78C6190FA59CDE5,30931,15,16,1,109.55653,18.32722,1722
98331,66A967284CA30127D78C6190FA59CDE5,31811,16,19,3,109.54201,18.31806,1671
98346,6C0260646767B781577B5B8CE2471E51,38484,7,8,1,109.53028,18.31528,1620
98347,6C0260646767B781577B5B8CE2471E51,38241,8,9,1,109.54111,18.30542,1669
98348,6C0260646767B781577B5B8CE2471E51,38484,12,15,3,109.53028,18.31528,1620
98377,23D7FC719D517701236EF9ECE32A2B81,31571,15,16,1,109.61563,18.23326,1957
98378,23D7FC719D517701236EF9ECE32A2B81,31461,20,23,3,109.5091,18.25389,1510
98381,8F6EA1C108FADA76A214A7ED71ECE3D1,30232,0,1,1,109.6191,18.31701,1971
98382,8F6EA1C108FADA76A214A7ED71ECE3D1,39183,2,5,3,109.55542,18.28208,1715
98383,8F6EA1C108FADA76A214A7ED71ECE3D1,30854,8,13,5,109.56889,18.27076,1763
98418,A1C95B17C868D553635D99A0D1B2A324,39041,0,9,9,109.40021,18.29278,1117
98419,A1C95B17C868D553635D99A0D1B2A324,31041,12,13,1,109.50278,18.23701,1507
98420,A0680D5ED0E388BA19F0AA347FA69FA3,30361,18,20,2,109.50347,18.24,1508
98421,A0680D5ED0E388BA19F0AA347FA69FA3,39091,20,23,3,109.50097,18.25222,1510
98432,63B5E489F3503F8EC6E40A38F9D2117C,31951,11,14,3,109.52174,18.30299,1568
98433,63B5E489F3503F8EC6E40A38F9D2117C,60361,15,16,1,109.51938,18.29681,1567
98434,63B5E489F3503F8EC6E40A38F9D2117C,60171,20,22,2,109.51292,18.30694,1569
98456,4BDDDFE5CA0514443B2B3ACDA26168C5,31551,15,16,1,109.55868,18.24222,1708
98457,4BDDDFE5CA0514443B2B3ACDA26168C5,39183,19,20,1,109.55542,18.28208,1715
98466,FAC035CAF00431CACD74AF53D18C4996,60011,1,6,5,109.48965,18.30222,1468
98467,FAC035CAF00431CACD74AF53D18C4996,30111,7,10,3,109.47583,18.30542,1419
98468,FAC035CAF00431CACD74AF53D18C4996,60011,12,13,1,109.48965,18.30222,1468
98469,FAC035CAF00431CACD74AF53D18C4996,30764,14,18,4,109.45806,18.29486,1367
98470,FAC035CAF00431CACD74AF53D18C4996,60011,19,23,4,109.48965,18.30222,1468
98496,CFFDD1BF3134B9FDD71614F40E1DE0FD,31561,3,4,1,109.56792,18.28479,1765
98497,CFFDD1BF3134B9FDD71614F40E1DE0FD,31071,4,10,6,109.58257,18.28458,1815
98498,CFFDD1BF3134B9FDD71614F40E1DE0FD,30161,12,14,2,109.50042,18.24389,1508
98499,CFFDD1BF3134B9FDD71614F40E1DE0FD,30421,15,16,1,109.50021,18.25861,1511
98500,CFFDD1BF3134B9FDD71614F40E1DE0FD,31071,18,21,3,109.58257,18.28458,1815
98504,CF23638AEC60DB02FD0EB5D279C2EB23,60054,13,15,2,109.3016,18.31229,770
98505,CF23638AEC60DB02FD0EB5D279C2EB23,60401,19,20,1,109.47444,18.27583,1414
98506,CF23638AEC60DB02FD0EB5D279C2EB23,60641,21,23,2,109.53854,18.2359,1657
98524,075F360F88180B9A93BF11A5704B49F3,30961,16,17,1,109.74042,18.37903,2431
98525,075F360F88180B9A93BF11A5704B49F3,31351,18,23,5,109.4959,18.28417,1465
98528,31D00DA149ED0F3AB2E104B2D0E7E9F8,31931,14,16,2,109.54771,18.29403,1667
98529,31D00DA149ED0F3AB2E104B2D0E7E9F8,31864,16,18,2,109.49014,18.28333,1465
98530,31D00DA149ED0F3AB2E104B2D0E7E9F8,31761,21,23,2,109.60521,18.27965,1914
98550,F2E4A1707C14AD7AF444AE9628A7C8BD,31531,17,18,1,109.49583,18.25972,1461
98551,F2E4A1707C14AD7AF444AE9628A7C8BD,30711,19,21,2,109.50271,18.25347,1510
98576,FE95B3A32EFBC2838F293DF38F55FDD1,39183,2,3,1,109.55542,18.28208,1715
98577,FE95B3A32EFBC2838F293DF38F55FDD1,31931,6,8,2,109.54771,18.29403,1667
98578,FE95B3A32EFBC2838F293DF38F55FDD1,31561,8,10,2,109.56792,18.28479,1765
98579,FE95B3A32EFBC2838F293DF38F55FDD1,31931,14,16,2,109.54771,18.29403,1667
98580,FE95B3A32EFBC2838F293DF38F55FDD1,31561,17,19,2,109.56792,18.28479,1765
98607,FD9120CA3F85D3F015CEFB66B9BF2F3D,30721,0,6,6,109.51597,18.28257,1565
98608,FD9120CA3F85D3F015CEFB66B9BF2F3D,60301,8,15,7,109.60715,18.30993,1919
98609,FD9120CA3F85D3F015CEFB66B9BF2F3D,38291,19,21,2,109.51618,18.24313,1558
98610,FD9120CA3F85D3F015CEFB66B9BF2F3D,30721,22,23,1,109.51597,18.28257,1565
98631,FC8552628F8A5A5219C1C30314657039,60661,0,8,8,109.548,18.2377,1657
98632,FC8552628F8A5A5219C1C30314657039,30271,9,11,2,109.49132,18.23153,1456
98633,FC8552628F8A5A5219C1C30314657039,39191,12,13,1,109.51493,18.23472,1557
98662,E8BAAF476E8FE57075BAB1A8D4FF1780,30232,5,7,2,109.6191,18.31701,1971
98663,E8BAAF476E8FE57075BAB1A8D4FF1780,30854,7,10,3,109.56889,18.27076,1763
98664,E8BAAF476E8FE57075BAB1A8D4FF1780,30232,12,13,1,109.6191,18.31701,1971
98665,E8BAAF476E8FE57075BAB1A8D4FF1780,30854,14,17,3,109.56889,18.27076,1763
98666,E8BAAF476E8FE57075BAB1A8D4FF1780,60631,19,21,2,109.57778,18.27583,1814
98727,408C4FED868686E7B96333835F4C4205,30854,0,11,11,109.56889,18.27076,1763
98728,408C4FED868686E7B96333835F4C4205,31071,14,22,8,109.58257,18.28458,1815
98803,2377954659CB8C9B4B8B2CCE299C9CD9,31431,9,10,1,109.44639,18.29042,1316
98804,2377954659CB8C9B4B8B2CCE299C9CD9,31471,11,14,3,109.34583,18.29563,917
98805,2377954659CB8C9B4B8B2CCE299C9CD9,31431,15,23,8,109.44639,18.29042,1316
98813,9EA825CA50A62195A51752F975FDCF57,31071,3,15,12,109.58257,18.28458,1815
98814,9EA825CA50A62195A51752F975FDCF57,30854,15,17,2,109.56889,18.27076,1763
98815,9EA825CA50A62195A51752F975FDCF57,31071,18,20,2,109.58257,18.28458,1815
98840,9B979E9430BCD0DDB6C78BBE525EBD2D,30854,8,12,4,109.56889,18.27076,1763
98841,9B979E9430BCD0DDB6C78BBE525EBD2D,60631,12,14,2,109.57778,18.27583,1814
98842,9B979E9430BCD0DDB6C78BBE525EBD2D,30854,15,22,7,109.56889,18.27076,1763
98848,E4C7AB656E412C7E33554D18277C9478,60201,20,21,1,109.5041,18.2509,1510
98849,E4C7AB656E412C7E33554D18277C9478,30421,22,23,1,109.50021,18.25861,1511
98862,C1793DCC823463513E28F999E76F9ADC,31471,13,18,5,109.34583,18.29563,917
98863,C1793DCC823463513E28F999E76F9ADC,60054,19,23,4,109.3016,18.31229,770
98941,CB5F007F76485F10B183BBAD16560B77,31521,0,7,7,109.51458,18.22542,1555
98942,CB5F007F76485F10B183BBAD16560B77,30661,12,13,1,109.37028,18.24361,1008
98943,CB5F007F76485F10B183BBAD16560B77,31521,17,20,3,109.51458,18.22542,1555
98944,CB5F007F76485F10B183BBAD16560B77,31521,21,23,2,109.51458,18.22542,1555
98961,7F632B4875B2736225CD6D350CD25670,31221,9,11,2,109.61333,18.26833,1913
98962,7F632B4875B2736225CD6D350CD25670,30854,14,22,8,109.56889,18.27076,1763
98966,7F632B4875B2736225CD6D350CD25670,31071,3,7,4,109.58257,18.28458,1815
98967,7F632B4875B2736225CD6D350CD25670,30854,9,20,11,109.56889,18.27076,1763
98972,145444E87E9AD1AA916406CE6DA79363,60594,14,16,2,109.62694,18.22799,1956
98973,145444E87E9AD1AA916406CE6DA79363,38052,16,19,3,109.62618,18.23042,1956
98974,145444E87E9AD1AA916406CE6DA79363,60594,22,23,1,109.62694,18.22799,1956
98992,1B6EBBFF3B9D8A3E18753343B6A29EAE,31071,0,13,13,109.58257,18.28458,1815
98993,1B6EBBFF3B9D8A3E18753343B6A29EAE,30851,14,18,4,109.5616,18.27396,1713
98994,1B6EBBFF3B9D8A3E18753343B6A29EAE,31071,21,23,2,109.58257,18.28458,1815
99056,68DBE0B52FD0AB95F1DD47068FD7847F,30181,0,11,11,109.51597,18.23313,1557
99057,68DBE0B52FD0AB95F1DD47068FD7847F,31031,11,13,2,109.49979,18.25382,1510
99058,68DBE0B52FD0AB95F1DD47068FD7847F,30181,13,21,8,109.51597,18.23313,1557
99059,6E2CBF10F3FC7D7D7BBE8854343B165A,31521,2,12,10,109.51458,18.22542,1555
99060,6E2CBF10F3FC7D7D7BBE8854343B165A,31521,17,23,6,109.51458,18.22542,1555
99074,1CC4F70EB8D0B0448C9D518105647173,31561,1,7,6,109.56792,18.28479,1765
99075,1CC4F70EB8D0B0448C9D518105647173,31071,8,11,3,109.58257,18.28458,1815
99076,1CC4F70EB8D0B0448C9D518105647173,30421,13,14,1,109.50021,18.25861,1511
99077,1CC4F70EB8D0B0448C9D518105647173,31561,18,20,2,109.56792,18.28479,1765
99078,1CC4F70EB8D0B0448C9D518105647173,30854,21,23,2,109.56889,18.27076,1763
99079,23AE593C8624C8825587FC4F2A6916C1,31081,0,7,7,109.44639,18.30181,1318
99089,74206C862E4BA6236E7F7978D63D1D7D,30854,0,1,1,109.56889,18.27076,1763
99090,74206C862E4BA6236E7F7978D63D1D7D,60631,1,2,1,109.57778,18.27583,1814
99091,74206C862E4BA6236E7F7978D63D1D7D,30854,4,23,19,109.56889,18.27076,1763
99105,22CF7007721E0F1D863F25E4633BE1AD,60311,0,6,6,109.52097,18.24319,1558
99106,22CF7007721E0F1D863F25E4633BE1AD,31151,8,10,2,109.75549,18.4191,2488
99107,22CF7007721E0F1D863F25E4633BE1AD,31861,12,13,1,109.49042,18.27549,1464
99108,22CF7007721E0F1D863F25E4633BE1AD,38291,14,16,2,109.51618,18.24313,1558
99109,22CF7007721E0F1D863F25E4633BE1AD,30381,19,23,4,109.52521,18.24507,1609
99142,2D8DAA5F24A7C71335ED6C7E0756CEA1,30711,0,7,7,109.50271,18.25347,1510
99143,2D8DAA5F24A7C71335ED6C7E0756CEA1,38251,9,10,1,109.49618,18.25493,1510
99144,2D8DAA5F24A7C71335ED6C7E0756CEA1,60291,12,15,3,109.50826,18.24639,1509
99145,2D8DAA5F24A7C71335ED6C7E0756CEA1,60381,19,20,1,109.5241,18.22458,1605
99200,CF1922E57BC1E2D5DC4336E820C48B77,30361,18,20,2,109.50347,18.24,1508
99201,CF1922E57BC1E2D5DC4336E820C48B77,60411,22,23,1,109.32514,18.30854,869
99208,066CC6CBB5ADF978A93AF5D0C3292806,60361,18,19,1,109.51938,18.29681,1567
99209,066CC6CBB5ADF978A93AF5D0C3292806,31931,22,23,1,109.54771,18.29403,1667
99218,0EA31DC24D5B7028E03AA286B0DB11EF,60631,8,9,1,109.57778,18.27583,1814
99219,0EA31DC24D5B7028E03AA286B0DB11EF,31071,13,14,1,109.58257,18.28458,1815
99220,0EA31DC24D5B7028E03AA286B0DB11EF,30854,15,16,1,109.56889,18.27076,1763
99221,0EA31DC24D5B7028E03AA286B0DB11EF,60631,16,17,1,109.57778,18.27583,1814
99222,0EA31DC24D5B7028E03AA286B0DB11EF,31071,20,21,1,109.58257,18.28458,1815
99225,5D5B29A994BBA3635D38463A75BE58F6,30201,0,12,12,109.4909,18.26465,1462
99226,5D5B29A994BBA3635D38463A75BE58F6,31471,13,17,4,109.34583,18.29563,917
99227,5D5B29A994BBA3635D38463A75BE58F6,31206,21,22,1,109.50819,18.23549,1507
99231,25BF6C9BAFD17B1DFC50AB9CDF5F4CEE,31821,20,23,3,109.51181,18.24924,1559
99263,10B66D855AEA437CF12F1E3706E70AE7,31521,0,7,7,109.51458,18.22542,1555
99264,10B66D855AEA437CF12F1E3706E70AE7,39111,8,10,2,109.5191,18.22597,1555
99265,10B66D855AEA437CF12F1E3706E70AE7,31521,14,16,2,109.51458,18.22542,1555
99266,10B66D855AEA437CF12F1E3706E70AE7,60291,18,19,1,109.50826,18.24639,1509
99267,10B66D855AEA437CF12F1E3706E70AE7,60381,22,23,1,109.5241,18.22458,1605
99295,B175A0347ABEEA30E818C5CCD25E280F,30821,0,15,15,109.43681,18.33639,1274
99296,B175A0347ABEEA30E818C5CCD25E280F,30651,18,20,2,109.42611,18.385,1232
99311,8CA8213586CAC00347DCD29330308F27,31931,0,14,14,109.54771,18.29403,1667
99312,8CA8213586CAC00347DCD29330308F27,30071,16,17,1,109.52819,18.30472,1619
